blogger_id,age,is_teen,gender,job,n_posts,avg_word_len,first_person_rate,school_token_rate,birthday_token_rate,exclaim_rate,slang_emoji_rate,keyword_teen_flag,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,label_teen
B3335299,24,False,female,Construction,3,4.388110975527083,0.030835621313809236,0.0,0.0,0.002678725236864772,0.010416666666666666,0,0.4306,0.3317,0.2183,0.851,5.24,7.5,198,4205,0.3168,0.3137,0.1368,0
B3335423,33,False,female,HumanResources,3,4.676621144841962,0.0051092318534179,0.0,0.0,0.0009645443938093036,0.0,0,0.272,0.2733,0.0855,1.052,1.55,6.6,415,2167,0.0205,0.449,0.1831,0
B3336364,23,False,male,Manufacturing,3,4.328161780042311,0.04798352254104466,0.005681818181818181,0.0,0.0004415011037527594,0.0029498525073746312,1,0.5914,0.1867,0.2028,0.906,4.71,26.7,439,4113,0.2234,0.4502,0.1541,0
B3336745,14,True,female,indUnk,3,3.900584573337382,0.0744338011680464,0.005875440658049354,0.0018115942028985507,0.0,0.005556912554958476,1,0.4169,0.2684,0.0836,1.049,3.71,24.7,211,2895,0.1105,0.0785,0.01,1
B3337126,14,True,female,indUnk,3,3.8142121774478617,0.0637924178154825,0.0,0.0,0.030894408472719445,0.0036231884057971015,0,0.1109,0.5334,0.2046,0.402,6.02,28.3,132,1172,0.7898,0.0173,0.238,1
B3337624,15,True,male,Student,3,3.9375896539358077,0.08529451317912856,0.001893939393939394,0.0,0.0033333333333333335,0.0,1,0.3631,0.4645,0.1544,1.397,5.51,14.2,422,2052,0.4342,0.2571,0.1184,1
B3337776,17,True,female,indUnk,3,3.885108934773893,0.07912748866631406,0.005432982177168224,0.007751937984496124,0.03432900858316729,0.0,1,0.2082,0.4188,0.1354,2.009,7.81,29.3,667,1015,0.4482,0.132,0.1296,1
B3337797,36,False,female,indUnk,3,4.170302243398662,0.03849619004754488,0.0,0.0,0.00037037037037037035,0.0,0,0.2602,0.3462,0.1286,0.709,5.01,22.6,528,1660,0.4159,0.0791,0.1394,0
B3337948,24,False,female,indUnk,3,3.9487965226530193,0.10105278088753837,0.0,0.0,0.0014814814814814814,0.0,0,0.1872,0.2733,0.0363,1.534,2.02,13.6,55,1288,0.6484,0.2566,0.4123,0
B3337958,41,False,male,Technology,3,4.569822650467811,0.01075268817204301,0.0,0.0,0.0,0.0,0,0.5492,0.3694,0.0153,0.892,8.47,5.7,180,1652,0.452,0.2283,0.0436,0
B3338228,25,False,female,Science,3,3.8875820714422296,0.07343426305703273,0.005504734877074338,0.0,0.0029629629629629637,0.003663114250923326,1,0.5416,0.2387,0.2011,1.318,3.56,12.9,481,2132,0.5248,0.0548,0.1995,0
B3338236,26,False,female,indUnk,3,3.885623739556324,0.06559545323590267,0.0,0.0,0.0020377576019599366,0.03858594588931668,0,0.3544,0.189,0.0697,1.029,2.57,29.6,498,2723,0.5712,0.2608,0.1006,0
B3338542,24,False,female,Student,3,3.857799450652363,0.08657611441333905,0.0,0.0,0.0015981174544710457,0.00196078431372549,0,0.1344,0.4008,0.1996,1.431,6.38,27.4,547,1753,0.1992,0.5332,0.0126,0
B3338789,27,False,female,Education,3,4.00135315787431,0.07311164061602403,0.0,0.0,0.0022222222222222222,0.0019157088122605363,0,0.4827,0.102,0.0686,0.488,6.16,4.6,590,1608,0.392,0.4074,0.1357,0
B3338905,24,False,male,indUnk,3,4.144434688217509,0.058055138784696175,0.0,0.0,0.00408906015842432,0.0,0,0.272,0.4368,0.2107,1.459,4.0,30.9,655,880,0.4428,0.1135,0.1972,0
B3340944,24,False,female,Communications-Media,3,4.016176470588236,0.16200980392156863,0.00196078431372549,0.0,0.010972839110968838,0.00196078431372549,1,0.3065,0.6166,0.01,1.823,10.04,12.3,330,499,0.5084,0.241,0.471,0
B3341702,16,True,female,Student,3,3.823857821637427,0.0987390350877193,0.001851851851851852,0.003898635477582846,0.0032040582556046478,0.00455348440545809,1,0.1311,0.5069,0.2706,1.684,3.56,32.6,202,564,0.2526,0.01,0.4046,1
B3342044,15,True,male,Student,3,4.0379969949144705,0.09332314126003448,0.0,0.0,0.0,0.0,0,0.1689,0.187,0.2962,1.701,6.0,21.0,385,605,0.3393,0.169,0.1203,1
B3343072,24,False,male,Technology,3,4.224005615181043,0.04496800277894164,0.0,0.0,0.004324933424075559,0.028985507246376812,0,0.3209,0.2331,0.01,0.871,5.52,18.6,430,2220,0.349,0.324,0.2655,0
B3343504,16,True,male,Student,3,3.7489850997646195,0.07050088672036986,0.0,0.0,0.014074074074074074,0.0,0,0.2578,0.0493,0.1227,1.849,6.82,33.0,233,354,0.2637,0.2694,0.2921,1
B3344054,16,True,male,indUnk,1,4.205882352941177,0.03529411764705882,0.0,0.0,0.0,0.0,0,0.2735,0.5649,0.1463,1.128,0.72,7.2,96,476,0.3553,0.1066,0.3586,1
B3344313,46,False,male,Government,3,4.162000202449641,0.07600859286252544,0.0,0.0,0.0007407407407407407,0.0018726591760299626,0,0.2805,0.2644,0.1403,1.106,8.86,20.5,222,1661,0.17,0.343,0.0849,0
B3344629,34,False,female,Non-Profit,1,4.33939393939394,0.06666666666666667,0.0,0.0,0.0,0.0,0,0.4386,0.3856,0.1569,1.579,1.73,28.0,31,1582,0.241,0.3474,0.261,0
B3344741,15,True,female,Student,3,3.8468777850530187,0.11069392153653079,0.006944444444444444,0.0,0.0026385224274406336,0.011891608010039833,1,0.2532,0.5896,0.1426,1.093,3.69,20.7,171,1004,0.5948,0.1807,0.2244,1
B3345007,24,False,female,Marketing,3,4.092335734960527,0.0780257812389052,0.0,0.0,0.0022222222222222222,0.0,0,0.48,0.3345,0.1548,1.365,3.27,24.3,590,4170,0.5318,0.0798,0.0684,0
B3345069,14,True,male,Student,3,3.917505411255411,0.057873376623376625,0.024675324675324673,0.0,0.0,0.0,1,0.1066,0.3821,0.046,1.167,5.62,17.2,104,128,0.4766,0.1145,0.5049,1
B3345248,17,True,female,Student,3,4.022160366236846,0.10255589805332165,0.0019960079840319364,0.0,0.005208333333333333,0.0,1,0.01,0.2295,0.095,1.414,9.38,6.1,467,1300,0.3013,0.1162,0.4091,1
B3346538,35,False,male,Construction,3,4.373813499216062,0.03137564714955448,0.0,0.0,0.0,0.0,0,0.2679,0.3054,0.0801,1.176,5.63,6.1,107,1314,0.3035,0.3454,0.2248,0
B3347398,23,False,male,Religion,3,4.293866254201518,0.05668796222675005,0.006211180124223603,0.004140786749482401,0.0014814814814814814,0.0,1,0.0257,0.0353,0.1715,1.062,7.75,4.3,359,597,0.5952,0.0473,0.3291,0
B3347580,15,True,male,Education,3,4.180170476918445,0.03796354202858268,0.002710027100271003,0.0,0.009281937673073783,0.006172839506172839,1,0.2101,0.3609,0.065,1.573,4.35,22.2,88,1090,0.5035,0.0492,0.0578,1
B3347699,14,True,female,Student,3,3.663888888888889,0.05451770451770452,0.015873015873015872,0.0,0.010807791682108622,0.0105006105006105,1,0.3072,0.4995,0.1258,1.02,6.99,26.5,63,1071,0.4912,0.0426,0.3307,1
B3347922,23,False,female,indUnk,3,3.8217979214053837,0.0911668845961775,0.0,0.0,0.0023253367003367004,0.0018115942028985507,0,0.1629,0.6107,0.0622,1.738,9.76,21.1,151,479,0.595,0.061,0.2351,0
B3348936,25,False,male,Student,3,4.302051461839198,0.0,0.0,0.009009009009009009,0.0,0.0,1,0.4064,0.307,0.2518,1.12,4.48,26.5,169,2514,0.461,0.0799,0.1092,0
B3349298,16,True,female,Education,3,4.313824700582692,0.02394928483208544,0.00819304152637486,0.0,0.00037037037037037035,0.0,1,0.1811,0.4108,0.2008,1.657,5.49,4.3,614,693,0.5216,0.01,0.2443,1
B3350384,14,True,female,Student,3,4.26599661329636,0.024017597051304917,0.002150537634408602,0.0,0.002849002849002849,0.01619998811010047,1,0.01,0.2753,0.1817,1.014,6.06,42.0,89,90,0.4742,0.0552,0.4175,1
B3350389,23,False,female,Non-Profit,3,4.237867745878153,0.05592217035964018,0.0,0.0030581039755351682,0.0,0.0,1,0.452,0.3954,0.01,1.678,1.75,27.3,562,3487,0.2495,0.2309,0.147,0
B3351823,17,True,female,indUnk,3,3.7446560846560843,0.07391534391534392,0.001851851851851852,0.0019047619047619048,0.009942466738583244,0.003703703703703704,1,0.0911,0.3506,0.0516,1.203,7.84,25.2,233,356,0.1663,0.1822,0.2808,1
B3352091,17,True,male,Student,3,3.9992096446047847,0.06474523328719776,0.018072289156626505,0.0020080321285140565,0.002458953799159985,0.001851851851851852,1,0.1544,0.471,0.01,1.622,6.74,19.1,123,393,0.4945,0.2568,0.668,1
B3352192,13,True,male,Science,3,4.456010396361274,0.04041585445094217,0.014035087719298246,0.0,0.032932935638999274,0.11461988304093566,1,0.1816,0.2072,0.0934,1.633,2.93,16.8,587,772,0.5267,0.2675,0.1106,1
B3352336,16,True,male,Student,3,4.495383339258206,0.05397558952482522,0.011494252873563218,0.0,0.001075268817204301,0.013333333333333334,1,0.01,0.4085,0.1153,1.281,4.78,28.3,497,563,0.6966,0.1238,0.1642,1
B3353160,14,True,female,Arts,3,4.456010396361274,0.04041585445094217,0.014035087719298246,0.0,0.032932935638999274,0.11461988304093566,1,0.336,0.039,0.1752,1.098,4.51,8.7,560,2632,0.3196,0.1977,0.168,1
B3353223,40,False,male,Technology,3,4.284212495323607,0.016469538691760915,0.0,0.0,0.0008100445524503847,0.0,0,0.3344,0.4092,0.0332,1.222,4.37,9.5,206,1414,0.3108,0.2045,0.1538,0
B3354234,23,False,male,Science,3,4.155054976150052,0.022587831586133793,0.0,0.0,0.00037037037037037035,0.0,0,0.3809,0.1367,0.01,0.978,6.07,18.5,311,4332,0.24,0.3563,0.01,0
B3354776,16,True,female,Student,3,3.8524710243460247,0.11607865514115513,0.0,0.0,0.004698497792941813,0.0026041666666666665,0,0.519,0.3326,0.1321,1.157,0.88,18.3,193,3054,0.2057,0.2986,0.1076,1
B3355324,16,True,female,indUnk,3,3.952792595298989,0.04953842406527829,0.008951406649616368,0.0,0.011376404494382023,0.016770186335403725,1,0.2797,0.3091,0.0795,1.099,4.18,11.7,383,3057,0.2984,0.1879,0.1506,1
B3355475,16,True,female,Religion,3,4.19614463204478,0.0442155186707757,0.0,0.0,0.0,0.0,0,0.2601,0.411,0.01,1.197,6.03,11.5,605,86,0.4391,0.108,0.2118,1
B3356555,13,True,female,Student,3,4.020177680418644,0.053377144943410004,0.012084702446148227,0.0,0.03765498118439295,0.012084702446148227,1,0.404,0.44,0.1217,1.434,6.08,15.5,537,3493,0.3453,0.3853,0.1858,1
B3356604,16,True,female,Student,3,4.415314598798162,0.08223659294046357,0.008167954350350956,0.0020833333333333333,0.0011111111111111111,0.0,1,0.0575,0.512,0.289,1.446,7.06,33.0,216,970,0.5622,0.0776,0.3263,1
B3358192,16,True,female,indUnk,3,3.9569116564008353,0.05458756863515568,0.0021367521367521365,0.0019267822736030828,0.008888888888888889,0.006211488769628304,1,0.2545,0.3426,0.1319,2.249,4.49,16.8,146,28,0.7797,0.0638,0.3861,1
B3358389,17,True,male,Education,3,3.8329580680043254,0.03491569546237334,0.0,0.0,0.0104316572008078,0.019624334174376225,0,0.1493,0.2234,0.318,0.815,4.31,28.1,786,1107,0.2771,0.3236,0.1598,1
B3358525,17,True,male,indUnk,3,4.018925518925519,0.016666666666666666,0.0,0.0,0.002036112651753251,0.016666666666666666,0,0.0623,0.3421,0.1271,1.612,4.0,44.2,426,608,0.5186,0.0356,0.1242,1
B3358957,15,True,female,indUnk,1,4.265432098765432,0.06172839506172839,0.006172839506172839,0.0,0.012222222222222223,0.0,1,0.0163,0.2514,0.2618,1.076,4.65,20.1,523,514,0.5544,0.131,0.108,1
B3359590,14,True,female,Arts,3,4.229123991980682,0.07508534937196953,0.012048192771084336,0.0,0.005463958582238152,0.00202020202020202,1,0.2309,0.2997,0.1271,1.061,4.67,28.6,95,571,0.853,0.2525,0.4371,1
B3359834,16,True,male,Student,3,3.8463320098317264,0.11987143127245226,0.011627906976744186,0.0,0.0010240655401945725,0.0,1,0.4696,0.3706,0.0972,1.088,8.08,5.5,310,483,0.2939,0.1113,0.0823,1
B3360311,27,False,female,indUnk,3,3.7147079167452683,0.1654404829277495,0.007168458781362008,0.001949317738791423,0.004841955822790096,0.001949317738791423,1,0.4813,0.2093,0.1071,0.659,3.82,37.6,149,4401,0.2829,0.2066,0.1462,0
B3360808,24,False,female,indUnk,3,4.03922012875531,0.09710345699363705,0.0020325203252032522,0.0,0.00037037037037037035,0.0,1,0.299,0.3836,0.01,1.269,4.57,2.4,162,1234,0.0841,0.3632,0.1276,0
B3360882,23,False,female,indUnk,3,3.927811495754723,0.09759865440908418,0.0,0.0,0.002420001865845695,0.0,0,0.2071,0.2306,0.229,1.047,6.47,14.7,429,1385,0.3154,0.4128,0.178,0
B3360915,36,False,male,Education,2,4.480339657282741,0.041845165238678095,0.00872093023255814,0.0,0.0005555555555555556,0.0,1,0.0384,0.3666,0.1019,1.08,3.79,12.4,453,3627,0.3848,0.3567,0.1292,0
B3361107,35,False,male,Science,3,4.211452262491623,0.09974439363304315,0.0,0.0,0.0023253367003367004,0.0,0,0.193,0.295,0.01,0.742,0.56,15.6,448,1146,0.3036,0.3572,0.3617,0
B3361208,15,True,female,indUnk,3,3.683587563557556,0.10248395432191382,0.0,0.0,0.008518880529426008,0.0,0,0.0981,0.3364,0.2663,1.709,2.85,15.8,317,768,0.6159,0.2429,0.6042,1
B3361985,24,False,female,indUnk,2,3.978392513074594,0.10611065235342691,0.0,0.0,0.0005555555555555556,0.0,0,0.2746,0.2798,0.01,1.087,4.24,27.2,369,1727,0.1443,0.249,0.01,0
B3362195,15,True,female,indUnk,3,3.662737799834574,0.0682952568380822,0.0,0.0,0.0,0.0,0,0.01,0.421,0.0721,1.685,8.41,30.4,450,856,0.4611,0.2602,0.1547,1
B3362610,16,True,female,indUnk,3,4.021451696451696,0.09387265156495926,0.0077326519634211945,0.0,0.001851851851851852,0.001893939393939394,1,0.1868,0.6124,0.1414,1.37,8.02,17.4,299,255,0.5959,0.1374,0.2311,1
B3362751,15,True,female,indUnk,3,3.865272468881701,0.11145706444883158,0.025914996989680906,0.0043859649122807015,0.0017907085554469083,0.0,1,0.01,0.3618,0.239,1.643,7.06,33.6,186,325,0.6981,0.2286,0.4684,1
B3363036,23,False,female,indUnk,1,4.034883720930233,0.023255813953488372,0.0,0.0,0.006666666666666667,0.005813953488372093,0,0.428,0.3418,0.2145,1.236,5.06,5.9,352,2515,0.2426,0.3054,0.1549,0
B3363605,16,True,female,Education,3,4.072381268192035,0.04278242860384076,0.0,0.0,0.00669289863219037,0.0,0,0.1679,0.4893,0.324,1.606,10.84,25.7,167,707,0.6047,0.1397,0.1861,1
B3363947,34,False,male,Banking,2,4.4423076923076925,0.017482517482517484,0.0,0.0,0.0,0.0,0,0.2087,0.3815,0.2267,1.623,4.09,11.1,154,1162,0.3,0.1893,0.474,0
B3364640,26,False,female,InvestmentBanking,3,3.7302886521911547,0.1194183358031219,0.0,0.0,0.011186414630398033,0.0045662100456621,0,0.0707,0.2179,0.198,0.949,7.08,16.7,28,106,0.2815,0.2173,0.1008,0
B3364899,17,True,male,Student,3,3.8741481686162538,0.06456663903472414,0.00202020202020202,0.0,0.0027944111776447103,0.0019047619047619048,1,0.3447,0.2778,0.01,1.349,13.76,36.7,57,772,0.5879,0.2055,0.1158,1
B3365015,16,True,male,Science,3,3.9204356536129636,0.04398382204246714,0.0,0.0,0.00037037037037037035,0.0,0,0.3909,0.3058,0.0183,1.463,1.9,21.0,413,297,0.6127,0.2338,0.3544,1
B3365054,25,False,female,Non-Profit,3,4.077410474656851,0.060937811517521666,0.0,0.0,0.006908340117466304,0.0,0,0.2674,0.3845,0.3046,1.164,10.18,29.9,227,1230,0.6068,0.1635,0.3227,0
B3365681,15,True,male,Sports-Recreation,3,3.901444378188564,0.03497482276552044,0.002849002849002849,0.0,0.0014814814814814814,0.005813953488372093,1,0.2313,0.1898,0.1647,1.577,8.81,6.3,54,889,0.5936,0.1447,0.4413,1
B3365733,15,True,female,Student,3,4.334918168251502,0.05125532903310681,0.019044741266963486,0.0,0.00461629058256275,0.006025867136978248,1,0.01,0.514,0.2559,0.908,12.41,15.6,463,212,0.3249,0.1437,0.264,1
B3365858,17,True,female,indUnk,3,3.799382716049383,0.08372427983539095,0.0,0.003472222222222222,0.003138189645025139,0.0,1,0.236,0.5022,0.2458,0.93,7.31,5.2,431,997,0.2584,0.0677,0.2796,1
B3366182,38,False,female,Arts,3,4.022260702260702,0.07518037518037518,0.0,0.0,0.0006038647342995169,0.0,0,0.4615,0.2017,0.1924,0.809,8.08,33.2,253,1355,0.4645,0.01,0.1324,0
B3366496,26,False,male,Internet,3,4.1724406224406225,0.06733005733005733,0.0,0.0,0.0,0.0,0,0.0605,0.2798,0.01,1.389,6.97,13.2,428,1408,0.2896,0.309,0.0467,0
B3366803,24,False,male,Technology,3,4.572327044025157,0.0331594825382216,0.0,0.0,0.0020722849279419257,0.0,0,0.3441,0.257,0.0109,1.616,4.92,18.9,303,1238,0.4604,0.3491,0.1898,0
B3366891,23,False,male,indUnk,3,4.088048197878707,0.07963965726677591,0.0,0.0,0.00037037037037037035,0.0,0,0.2575,0.3484,0.1382,1.225,2.11,16.9,531,3283,0.3742,0.0546,0.1813,0
B3367301,26,False,male,Telecommunications,3,4.133913636300629,0.09561716890281784,0.0,0.006060606060606061,0.002949333093642636,0.0019267822736030828,1,0.01,0.3217,0.01,0.757,7.08,29.6,773,1347,0.6164,0.1389,0.2472,0
B3367490,23,False,female,Marketing,3,4.019864341085271,0.08082276250880903,0.0,0.0,0.0007407407407407407,0.001937984496124031,0,0.343,0.2698,0.2825,0.646,4.35,5.6,572,3668,0.2714,0.3814,0.1095,0
B3367542,23,False,female,Construction,3,4.212261458890672,0.09097556625646513,0.0,0.0,0.006209150326797387,0.011111111111111112,0,0.1343,0.3879,0.2098,1.268,6.19,6.8,229,786,0.4087,0.2072,0.438,0
B3368072,23,False,female,indUnk,3,3.895395122345477,0.03678135729417781,0.0,0.0,0.0022222222222222222,0.004115226337448559,0,0.2266,0.2412,0.1649,1.199,3.91,3.8,403,3022,0.2126,0.3057,0.1636,0
B3369835,25,False,male,Telecommunications,3,4.193230174081238,0.05609284332688588,0.0,0.0,0.002695017400899754,0.013668600902643454,0,0.2824,0.0408,0.1375,1.173,2.19,10.7,493,2953,0.4152,0.2214,0.2243,0
B3370118,23,False,female,Agriculture,3,3.9120790481952006,0.09193348420007019,0.0,0.0,0.004195233687969711,0.004931176387115085,0,0.4187,0.4493,0.115,0.858,4.16,20.8,191,2059,0.2399,0.4522,0.0559,0
B3370124,15,True,male,Student,3,3.8271776523358803,0.08884517428821226,0.0,0.0,0.015739542808335647,0.0,0,0.2013,0.487,0.2918,1.306,6.7,39.3,412,684,0.3081,0.1625,0.4091,1
B3370336,23,False,female,indUnk,3,3.943654006811902,0.11216181479339375,0.0,0.0,0.0007407407407407407,0.0,0,0.3138,0.2517,0.1931,1.214,5.13,26.5,106,91,0.5893,0.0521,0.0825,0
B3370628,16,True,female,Student,3,3.994994076528421,0.08601824712440236,0.003788001076136669,0.0,0.0,0.0,1,0.4049,0.2968,0.2252,1.655,8.62,20.5,41,791,0.5201,0.1515,0.0955,1
B3370751,15,True,male,Student,3,4.408284567925424,0.04236059406716564,0.005917159763313609,0.002207505518763797,0.0,0.0,1,0.1942,0.3292,0.2193,1.28,3.31,29.7,598,965,0.3081,0.048,0.314,1
B3370842,14,True,female,indUnk,3,4.007447354904982,0.09048108200650573,0.0,0.010101010101010102,0.0031234469818130386,0.0,1,0.0643,0.4004,0.2456,1.628,9.25,2.0,448,317,0.6218,0.3615,0.1861,1
B3371325,25,False,female,Technology,3,4.145203488372093,0.04660852713178295,0.0020833333333333333,0.003875968992248062,0.0045305770887166235,0.0,1,0.2019,0.4036,0.1156,1.533,6.18,20.6,425,691,0.7216,0.2376,0.2598,0
B3372051,13,True,female,Student,3,3.9582070041874737,0.07858451994924574,0.011560693641618497,0.0,0.0007407407407407407,0.0,1,0.2716,0.3267,0.0784,0.666,7.05,9.2,322,60,0.4536,0.3897,0.2215,1
B3372058,40,False,male,indUnk,3,4.012463824195668,0.06848130144219529,0.0,0.0,0.00037037037037037035,0.0,0,0.1555,0.183,0.1502,0.862,7.84,16.5,542,3446,0.4775,0.2581,0.1659,0
B3372304,27,False,male,Communications-Media,3,3.9125541125541123,0.03235564198131043,0.0,0.0,0.0028707306528318204,0.013071895424836602,0,0.3196,0.469,0.0268,0.543,6.14,23.9,508,1786,0.3761,0.3694,0.0768,0
B3372468,17,True,female,Student,3,3.8031007729953594,0.1151845329083135,0.001763668430335097,0.0038314176245210726,0.0007407407407407407,0.0,1,0.1808,0.4035,0.2156,1.347,5.49,36.5,124,1353,0.4733,0.01,0.1944,1
B3373447,16,True,female,Student,3,3.806913425211309,0.053605885926739864,0.0024330900243309003,0.0,0.006679212793154432,0.004583627658739503,1,0.4744,0.316,0.01,0.982,5.11,14.3,272,200,0.7204,0.2786,0.3405,1
B3373951,13,True,female,Student,3,3.942275698158051,0.10097296494355318,0.013049613784907902,0.0,0.005555555555555556,0.00202020202020202,1,0.01,0.297,0.2186,1.314,6.34,12.2,441,188,0.6806,0.1418,0.1804,1
B3374243,16,True,male,indUnk,3,3.999592012045179,0.080717424446238,0.005649717514124294,0.0,0.002992093216812318,0.0,1,0.2612,0.3294,0.01,1.497,4.65,30.9,310,1218,0.3619,0.1538,0.5629,1
B3374513,14,True,female,Student,3,3.772199700700197,0.05825933234076233,0.008379534695324169,0.0,0.004530744336569579,0.054816381529390466,1,0.0452,0.0484,0.3571,1.885,7.74,25.4,343,1364,0.4849,0.3013,0.2958,1
B3374536,14,True,male,Student,3,3.6949322957568835,0.07485245472501845,0.0020703933747412005,0.0,0.00415628038539733,0.005952380952380952,1,0.251,0.1758,0.01,1.01,5.01,13.0,425,2526,0.331,0.4075,0.1179,1
B3374648,33,False,male,Technology,3,4.477401430245689,0.06618781628278907,0.0,0.0,0.0007407407407407407,0.0,0,0.3087,0.0819,0.1045,0.478,4.92,6.2,294,2478,0.4046,0.5565,0.053,0
B3374758,23,False,male,indUnk,3,4.44469876136361,0.07818443921072342,0.0,0.0,0.0014814814814814814,0.0020964360587002098,0,0.4098,0.27,0.3004,1.175,2.58,14.1,514,918,0.432,0.0833,0.0293,0
B3375539,17,True,male,Student,3,3.557570825097857,0.0832073789869395,0.0036429872495446266,0.0018214936247723133,0.0022222222222222222,0.02674107661899779,1,0.2705,0.4433,0.2374,0.949,2.37,28.4,602,797,0.5096,0.1508,0.3098,1
B3375564,27,False,male,Education,3,4.632905493871071,0.07609562985185414,0.002150537634408602,0.0,0.0030917874396135265,0.0,1,0.3615,0.2758,0.1344,1.835,4.96,20.6,327,3093,0.4628,0.3712,0.2191,0
B3375698,27,False,male,Engineering,3,4.273409483189781,0.0627693604305936,0.0020080321285140565,0.0,0.004115688722430295,0.0,1,0.3278,0.3847,0.0447,0.835,4.49,3.1,34,992,0.1852,0.2234,0.1308,0
B3375764,14,True,male,indUnk,3,3.5165773380059093,0.044681508967223255,0.0,0.0,0.005405686366235251,0.0,0,0.1781,0.3405,0.2218,0.613,6.31,19.3,777,251,0.2873,0.095,0.2677,1
B3375862,23,False,female,Law,3,4.184230353658163,0.056993615994040736,0.00408997955010225,0.0,0.0011111111111111111,0.0,1,0.4812,0.1444,0.1029,1.047,3.83,38.6,460,1381,0.383,0.188,0.1975,0
B3376000,17,True,female,indUnk,3,3.8388186989632076,0.0867588769611891,0.001984126984126984,0.0,0.010799572135312208,0.055639049454078354,1,0.0164,0.479,0.1051,0.505,11.04,16.0,737,394,0.7825,0.1272,0.2604,1
B3376175,42,False,male,Consulting,3,4.230158822784411,0.01413014019267253,0.0,0.0,0.0007407407407407407,0.0,0,0.3636,0.2644,0.1122,0.499,5.52,18.3,338,3190,0.321,0.1669,0.1454,0
B3376407,14,True,female,Student,3,4.483100981620718,0.0761578425229741,0.0,0.0,0.0005012531328320802,0.04191598788638262,0,0.0376,0.4815,0.2706,1.378,8.75,34.1,380,615,0.3897,0.1576,0.4248,1
B3377005,26,False,male,indUnk,3,4.218464966832504,0.017529539800995024,0.0024875621890547263,0.0,0.0063776916025968244,0.0,1,0.3997,0.3348,0.209,0.346,4.66,16.4,425,2058,0.414,0.1931,0.1179,0
B3377385,23,False,female,indUnk,3,4.142868319840557,0.082081739959572,0.008205016988361164,0.0,0.00037037037037037035,0.0,1,0.3261,0.5135,0.1413,0.825,1.8,21.5,321,3416,0.1199,0.3314,0.1258,0
B3377701,17,True,male,Student,3,4.170490381583097,0.0637154420267003,0.005952380952380952,0.0,0.0025925925925925925,0.0,1,0.1165,0.3334,0.0944,1.746,6.13,37.7,384,1333,0.4018,0.01,0.4053,1
B3377846,33,False,male,indUnk,3,3.9933473389355743,0.04908326967150497,0.0,0.0,0.00037037037037037035,0.0,0,0.4778,0.3241,0.179,1.198,3.98,13.9,166,757,0.4349,0.3996,0.1265,0
B3377986,14,True,female,indUnk,3,3.794315688134441,0.07935254531640074,0.012661574618096355,0.0018115942028985507,0.007777777777777778,0.0,1,0.0429,0.4104,0.2148,1.791,3.55,18.0,154,785,0.6472,0.0925,0.2284,1
B3378070,24,False,female,Communications-Media,1,4.183431952662722,0.011834319526627219,0.0,0.0,0.0,0.0,0,0.3421,0.4705,0.0722,0.798,7.1,17.6,155,3654,0.3762,0.2758,0.1187,0
B3378285,23,False,male,indUnk,3,4.067910815888682,0.0841550574104385,0.001893939393939394,0.0,0.0007407407407407407,0.0,1,0.4683,0.277,0.0547,0.999,6.26,21.3,262,3495,0.4373,0.2968,0.0984,0
B3378294,15,True,female,Student,3,4.043047433398311,0.07001299545159194,0.0,0.0,0.004115226337448559,0.0,0,0.233,0.2892,0.2516,0.859,6.37,17.0,501,101,0.4421,0.2994,0.2972,1
B3378351,26,False,male,indUnk,3,4.908399251464945,0.0,0.0,0.0,0.0036383442265795207,0.0,0,0.2152,0.3426,0.01,1.022,6.66,30.0,310,1717,0.2078,0.1775,0.1631,0
B3378850,33,False,male,indUnk,3,4.090326715441351,0.015125262894068674,0.0,0.007889546351084813,0.0011111111111111111,0.0,1,0.5676,0.2439,0.091,0.825,1.86,12.1,548,2218,0.4086,0.3129,0.0621,0
B3379174,25,False,female,Internet,3,4.384396646473941,0.11182041254505022,0.0,0.0,0.0011111111111111111,0.0,0,0.3391,0.5284,0.1155,1.114,2.86,24.8,72,895,0.6463,0.222,0.2563,0
B3379643,44,False,male,Non-Profit,1,4.116959064327485,0.017543859649122806,0.0,0.0,0.0022222222222222222,0.0,0,0.4475,0.3473,0.1457,1.288,1.46,8.5,212,1238,0.1179,0.2312,0.1163,0
B3379710,16,True,male,Student,3,4.199462145739237,0.054836435116717853,0.00186219739292365,0.00186219739292365,0.0026246719160104987,0.014492753623188406,1,0.1503,0.4106,0.1924,1.768,6.48,7.5,460,1389,0.4678,0.01,0.4954,1
B3380200,34,False,male,Non-Profit,3,4.349980731323235,0.03959528391441014,0.0,0.0,0.004814814814814815,0.002109704641350211,0,0.01,0.271,0.0669,1.39,8.29,35.9,130,686,0.5201,0.2318,0.1995,0
B3380925,14,True,female,indUnk,3,4.536877878890013,0.015503875968992248,0.0,0.0024154589371980675,0.008057073466909533,0.0,1,0.0759,0.3357,0.2373,1.95,2.66,11.1,597,1226,0.5523,0.0688,0.3719,1
B3381116,24,False,male,indUnk,3,3.929639152417675,0.0450246141932629,0.0,0.0,0.0006313131313131314,0.0,0,0.3561,0.19,0.1601,0.98,4.12,12.9,441,864,0.355,0.4043,0.2703,0
