blogger_id,age,is_teen,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,source
B3350389,23,False,0.452,0.3954,0.01,1.678,1.75,27.3,562,3487,0.2495,0.2309,0.147,synthetic_calibrated_demo
B3351823,17,True,0.0911,0.3506,0.0516,1.203,7.84,25.2,233,356,0.1663,0.1822,0.2808,synthetic_calibrated_demo
B3352091,17,True,0.1544,0.471,0.01,1.622,6.74,19.1,123,393,0.4945,0.2568,0.668,synthetic_calibrated_demo
B3352192,13,True,0.1816,0.2072,0.0934,1.633,2.93,16.8,587,772,0.5267,0.2675,0.1106,synthetic_calibrated_demo
B3352336,16,True,0.01,0.4085,0.1153,1.281,4.78,28.3,497,563,0.6966,0.1238,0.1642,synthetic_calibrated_demo
B3353160,14,True,0.336,0.039,0.1752,1.098,4.51,8.7,560,2632,0.3196,0.1977,0.168,synthetic_calibrated_demo
B3353223,40,False,0.3344,0.4092,0.0332,1.222,4.37,9.5,206,1414,0.3108,0.2045,0.1538,synthetic_calibrated_demo
B3354234,23,False,0.3809,0.1367,0.01,0.978,6.07,18.5,311,4332,0.24,0.3563,0.01,synthetic_calibrated_demo
B3354776,16,True,0.519,0.3326,0.1321,1.157,0.88,18.3,193,3054,0.2057,0.2986,0.1076,synthetic_calibrated_demo
B3355324,16,True,0.2797,0.3091,0.0795,1.099,4.18,11.7,383,3057,0.2984,0.1879,0.1506,synthetic_calibrated_demo
B3355475,16,True,0.2601,0.411,0.01,1.197,6.03,11.5,605,86,0.4391,0.108,0.2118,synthetic_calibrated_demo
B3356555,13,True,0.404,0.44,0.1217,1.434,6.08,15.5,537,3493,0.3453,0.3853,0.1858,synthetic_calibrated_demo
B3356604,16,True,0.0575,0.512,0.289,1.446,7.06,33.0,216,970,0.5622,0.0776,0.3263,synthetic_calibrated_demo
B3358192,16,True,0.2545,0.3426,0.1319,2.249,4.49,16.8,146,28,0.7797,0.0638,0.3861,synthetic_calibrated_demo
B3358389,17,True,0.1493,0.2234,0.318,0.815,4.31,28.1,786,1107,0.2771,0.3236,0.1598,synthetic_calibrated_demo
B3358525,17,True,0.0623,0.3421,0.1271,1.612,4.0,44.2,426,608,0.5186,0.0356,0.1242,synthetic_calibrated_demo
B3358957,15,True,0.0163,0.2514,0.2618,1.076,4.65,20.1,523,514,0.5544,0.131,0.108,synthetic_calibrated_demo
B3359590,14,True,0.2309,0.2997,0.1271,1.061,4.67,28.6,95,571,0.853,0.2525,0.4371,synthetic_calibrated_demo
B3359834,16,True,0.4696,0.3706,0.0972,1.088,8.08,5.5,310,483,0.2939,0.1113,0.0823,synthetic_calibrated_demo
B3360311,27,False,0.4813,0.2093,0.1071,0.659,3.82,37.6,149,4401,0.2829,0.2066,0.1462,synthetic_calibrated_demo
B3360808,24,False,0.299,0.3836,0.01,1.269,4.57,2.4,162,1234,0.0841,0.3632,0.1276,synthetic_calibrated_demo
B3360882,23,False,0.2071,0.2306,0.229,1.047,6.47,14.7,429,1385,0.3154,0.4128,0.178,synthetic_calibrated_demo
B3360915,36,False,0.0384,0.3666,0.1019,1.08,3.79,12.4,453,3627,0.3848,0.3567,0.1292,synthetic_calibrated_demo
B3361107,35,False,0.193,0.295,0.01,0.742,0.56,15.6,448,1146,0.3036,0.3572,0.3617,synthetic_calibrated_demo
B3361208,15,True,0.0981,0.3364,0.2663,1.709,2.85,15.8,317,768,0.6159,0.2429,0.6042,synthetic_calibrated_demo
B3361985,24,False,0.2746,0.2798,0.01,1.087,4.24,27.2,369,1727,0.1443,0.249,0.01,synthetic_calibrated_demo
B3362195,15,True,0.01,0.421,0.0721,1.685,8.41,30.4,450,856,0.4611,0.2602,0.1547,synthetic_calibrated_demo
B3362610,16,True,0.1868,0.6124,0.1414,1.37,8.02,17.4,299,255,0.5959,0.1374,0.2311,synthetic_calibrated_demo
B3362751,15,True,0.01,0.3618,0.239,1.643,7.06,33.6,186,325,0.6981,0.2286,0.4684,synthetic_calibrated_demo
B3363036,23,False,0.428,0.3418,0.2145,1.236,5.06,5.9,352,2515,0.2426,0.3054,0.1549,synthetic_calibrated_demo
B3363605,16,True,0.1679,0.4893,0.324,1.606,10.84,25.7,167,707,0.6047,0.1397,0.1861,synthetic_calibrated_demo
B3363947,34,False,0.2087,0.3815,0.2267,1.623,4.09,11.1,154,1162,0.3,0.1893,0.474,synthetic_calibrated_demo
B3364640,26,False,0.0707,0.2179,0.198,0.949,7.08,16.7,28,106,0.2815,0.2173,0.1008,synthetic_calibrated_demo
B3364899,17,True,0.3447,0.2778,0.01,1.349,13.76,36.7,57,772,0.5879,0.2055,0.1158,synthetic_calibrated_demo
B3365015,16,True,0.3909,0.3058,0.0183,1.463,1.9,21.0,413,297,0.6127,0.2338,0.3544,synthetic_calibrated_demo
B3365054,25,False,0.2674,0.3845,0.3046,1.164,10.18,29.9,227,1230,0.6068,0.1635,0.3227,synthetic_calibrated_demo
B3365681,15,True,0.2313,0.1898,0.1647,1.577,8.81,6.3,54,889,0.5936,0.1447,0.4413,synthetic_calibrated_demo
B3365733,15,True,0.01,0.514,0.2559,0.908,12.41,15.6,463,212,0.3249,0.1437,0.264,synthetic_calibrated_demo
B3365858,17,True,0.236,0.5022,0.2458,0.93,7.31,5.2,431,997,0.2584,0.0677,0.2796,synthetic_calibrated_demo
B3366182,38,False,0.4615,0.2017,0.1924,0.809,8.08,33.2,253,1355,0.4645,0.01,0.1324,synthetic_calibrated_demo
B3366496,26,False,0.0605,0.2798,0.01,1.389,6.97,13.2,428,1408,0.2896,0.309,0.0467,synthetic_calibrated_demo
B3366803,24,False,0.3441,0.257,0.0109,1.616,4.92,18.9,303,1238,0.4604,0.3491,0.1898,synthetic_calibrated_demo
B3366891,23,False,0.2575,0.3484,0.1382,1.225,2.11,16.9,531,3283,0.3742,0.0546,0.1813,synthetic_calibrated_demo
B3367301,26,False,0.01,0.3217,0.01,0.757,7.08,29.6,773,1347,0.6164,0.1389,0.2472,synthetic_calibrated_demo
B3367490,23,False,0.343,0.2698,0.2825,0.646,4.35,5.6,572,3668,0.2714,0.3814,0.1095,synthetic_calibrated_demo
B3367542,23,False,0.1343,0.3879,0.2098,1.268,6.19,6.8,229,786,0.4087,0.2072,0.438,synthetic_calibrated_demo
B3368072,23,False,0.2266,0.2412,0.1649,1.199,3.91,3.8,403,3022,0.2126,0.3057,0.1636,synthetic_calibrated_demo
B3369835,25,False,0.2824,0.0408,0.1375,1.173,2.19,10.7,493,2953,0.4152,0.2214,0.2243,synthetic_calibrated_demo
B3370118,23,False,0.4187,0.4493,0.115,0.858,4.16,20.8,191,2059,0.2399,0.4522,0.0559,synthetic_calibrated_demo
B3370124,15,True,0.2013,0.487,0.2918,1.306,6.7,39.3,412,684,0.3081,0.1625,0.4091,synthetic_calibrated_demo
B3370336,23,False,0.3138,0.2517,0.1931,1.214,5.13,26.5,106,91,0.5893,0.0521,0.0825,synthetic_calibrated_demo
B3370628,16,True,0.4049,0.2968,0.2252,1.655,8.62,20.5,41,791,0.5201,0.1515,0.0955,synthetic_calibrated_demo
B3370751,15,True,0.1942,0.3292,0.2193,1.28,3.31,29.7,598,965,0.3081,0.048,0.314,synthetic_calibrated_demo
B3370842,14,True,0.0643,0.4004,0.2456,1.628,9.25,2.0,448,317,0.6218,0.3615,0.1861,synthetic_calibrated_demo
B3371325,25,False,0.2019,0.4036,0.1156,1.533,6.18,20.6,425,691,0.7216,0.2376,0.2598,synthetic_calibrated_demo
B3372051,13,True,0.2716,0.3267,0.0784,0.666,7.05,9.2,322,60,0.4536,0.3897,0.2215,synthetic_calibrated_demo
B3372058,40,False,0.1555,0.183,0.1502,0.862,7.84,16.5,542,3446,0.4775,0.2581,0.1659,synthetic_calibrated_demo
B3372304,27,False,0.3196,0.469,0.0268,0.543,6.14,23.9,508,1786,0.3761,0.3694,0.0768,synthetic_calibrated_demo
B3372468,17,True,0.1808,0.4035,0.2156,1.347,5.49,36.5,124,1353,0.4733,0.01,0.1944,synthetic_calibrated_demo
B3373447,16,True,0.4744,0.316,0.01,0.982,5.11,14.3,272,200,0.7204,0.2786,0.3405,synthetic_calibrated_demo
B3373951,13,True,0.01,0.297,0.2186,1.314,6.34,12.2,441,188,0.6806,0.1418,0.1804,synthetic_calibrated_demo
B3374243,16,True,0.2612,0.3294,0.01,1.497,4.65,30.9,310,1218,0.3619,0.1538,0.5629,synthetic_calibrated_demo
B3374513,14,True,0.0452,0.0484,0.3571,1.885,7.74,25.4,343,1364,0.4849,0.3013,0.2958,synthetic_calibrated_demo
B3374536,14,True,0.251,0.1758,0.01,1.01,5.01,13.0,425,2526,0.331,0.4075,0.1179,synthetic_calibrated_demo
B3374648,33,False,0.3087,0.0819,0.1045,0.478,4.92,6.2,294,2478,0.4046,0.5565,0.053,synthetic_calibrated_demo
B3374758,23,False,0.4098,0.27,0.3004,1.175,2.58,14.1,514,918,0.432,0.0833,0.0293,synthetic_calibrated_demo
B3375539,17,True,0.2705,0.4433,0.2374,0.949,2.37,28.4,602,797,0.5096,0.1508,0.3098,synthetic_calibrated_demo
B3375564,27,False,0.3615,0.2758,0.1344,1.835,4.96,20.6,327,3093,0.4628,0.3712,0.2191,synthetic_calibrated_demo
B3375698,27,False,0.3278,0.3847,0.0447,0.835,4.49,3.1,34,992,0.1852,0.2234,0.1308,synthetic_calibrated_demo
B3375764,14,True,0.1781,0.3405,0.2218,0.613,6.31,19.3,777,251,0.2873,0.095,0.2677,synthetic_calibrated_demo
B3375862,23,False,0.4812,0.1444,0.1029,1.047,3.83,38.6,460,1381,0.383,0.188,0.1975,synthetic_calibrated_demo
B3376000,17,True,0.0164,0.479,0.1051,0.505,11.04,16.0,737,394,0.7825,0.1272,0.2604,synthetic_calibrated_demo
B3376175,42,False,0.3636,0.2644,0.1122,0.499,5.52,18.3,338,3190,0.321,0.1669,0.1454,synthetic_calibrated_demo
B3376407,14,True,0.0376,0.4815,0.2706,1.378,8.75,34.1,380,615,0.3897,0.1576,0.4248,synthetic_calibrated_demo
B3377005,26,False,0.3997,0.3348,0.209,0.346,4.66,16.4,425,2058,0.414,0.1931,0.1179,synthetic_calibrated_demo
B3377385,23,False,0.3261,0.5135,0.1413,0.825,1.8,21.5,321,3416,0.1199,0.3314,0.1258,synthetic_calibrated_demo
B3377701,17,True,0.1165,0.3334,0.0944,1.746,6.13,37.7,384,1333,0.4018,0.01,0.4053,synthetic_calibrated_demo
B3377846,33,False,0.4778,0.3241,0.179,1.198,3.98,13.9,166,757,0.4349,0.3996,0.1265,synthetic_calibrated_demo
B3377986,14,True,0.0429,0.4104,0.2148,1.791,3.55,18.0,154,785,0.6472,0.0925,0.2284,synthetic_calibrated_demo
B3378070,24,False,0.3421,0.4705,0.0722,0.798,7.1,17.6,155,3654,0.3762,0.2758,0.1187,synthetic_calibrated_demo
B3378285,23,False,0.4683,0.277,0.0547,0.999,6.26,21.3,262,3495,0.4373,0.2968,0.0984,synthetic_calibrated_demo
B3378294,15,True,0.233,0.2892,0.2516,0.859,6.37,17.0,501,101,0.4421,0.2994,0.2972,synthetic_calibrated_demo
B3378351,26,False,0.2152,0.3426,0.01,1.022,6.66,30.0,310,1717,0.2078,0.1775,0.1631,synthetic_calibrated_demo
B3378850,33,False,0.5676,0.2439,0.091,0.825,1.86,12.1,548,2218,0.4086,0.3129,0.0621,synthetic_calibrated_demo
B3379174,25,False,0.3391,0.5284,0.1155,1.114,2.86,24.8,72,895,0.6463,0.222,0.2563,synthetic_calibrated_demo
B3379643,44,False,0.4475,0.3473,0.1457,1.288,1.46,8.5,212,1238,0.1179,0.2312,0.1163,synthetic_calibrated_demo
B3379710,16,True,0.1503,0.4106,0.1924,1.768,6.48,7.5,460,1389,0.4678,0.01,0.4954,synthetic_calibrated_demo
B3380200,34,False,0.01,0.271,0.0669,1.39,8.29,35.9,130,686,0.5201,0.2318,0.1995,synthetic_calibrated_demo
B3380925,14,True,0.0759,0.3357,0.2373,1.95,2.66,11.1,597,1226,0.5523,0.0688,0.3719,synthetic_calibrated_demo
B3381116,24,False,0.3561,0.19,0.1601,0.98,4.12,12.9,441,864,0.355,0.4043,0.2703,synthetic_calibrated_demo
B3381720,27,False,0.5794,0.2934,0.1089,1.137,4.4,14.9,26,138,0.393,0.4185,0.1778,synthetic_calibrated_demo
B3381723,15,True,0.1813,0.5197,0.1976,1.456,6.52,16.1,275,997,0.7966,0.1503,0.415,synthetic_calibrated_demo
B3381829,38,False,0.1755,0.2685,0.1711,0.9,3.95,15.6,88,2265,0.0632,0.3402,0.1272,synthetic_calibrated_demo
B3381861,24,False,0.3651,0.4321,0.1634,1.295,3.51,21.0,373,882,0.2058,0.0917,0.01,synthetic_calibrated_demo
B3381933,16,True,0.2242,0.5283,0.2289,0.977,7.9,30.7,593,221,0.2893,0.149,0.1599,synthetic_calibrated_demo
B3382500,37,False,0.3476,0.4172,0.0786,1.002,3.79,11.5,28,4223,0.1386,0.2667,0.1964,synthetic_calibrated_demo
B3382650,27,False,0.2225,0.0957,0.0263,1.214,5.15,23.3,38,1351,0.1905,0.3903,0.1002,synthetic_calibrated_demo
B3382977,15,True,0.0934,0.5234,0.01,1.154,6.39,41.4,782,1340,0.6274,0.2351,0.1934,synthetic_calibrated_demo
B3383800,23,False,0.4594,0.3167,0.0892,1.084,5.76,23.2,376,1523,0.5349,0.438,0.211,synthetic_calibrated_demo
B3384037,17,True,0.0468,0.4341,0.2825,1.552,5.18,16.1,622,1121,0.4955,0.1799,0.3522,synthetic_calibrated_demo
B3384799,26,False,0.3484,0.4222,0.1408,1.47,5.45,16.1,504,1392,0.0771,0.4408,0.121,synthetic_calibrated_demo
B3385175,27,False,0.478,0.3741,0.0837,1.012,6.77,24.5,54,1092,0.5488,0.3959,0.1363,synthetic_calibrated_demo
B3385304,14,True,0.1102,0.7192,0.1526,1.09,4.38,41.7,603,1219,0.7452,0.1623,0.4305,synthetic_calibrated_demo
B3386007,33,False,0.2333,0.4221,0.1808,0.763,1.23,32.3,601,953,0.4782,0.2148,0.4476,synthetic_calibrated_demo
B3386199,36,False,0.3414,0.1398,0.1386,0.316,3.43,17.2,166,2399,0.2568,0.5007,0.2494,synthetic_calibrated_demo
B3386324,35,False,0.2884,0.1113,0.0734,1.182,6.53,16.4,527,1787,0.5981,0.2808,0.2148,synthetic_calibrated_demo
B3387099,23,False,0.225,0.3071,0.1784,0.866,6.04,29.1,46,1762,0.4591,0.3437,0.1605,synthetic_calibrated_demo
B3387104,13,True,0.1188,0.5531,0.2792,1.162,1.67,17.3,645,757,0.5093,0.1562,0.2172,synthetic_calibrated_demo
B3387278,24,False,0.4105,0.3456,0.0113,1.162,6.18,26.2,280,2419,0.1849,0.1826,0.1108,synthetic_calibrated_demo
B3388015,23,False,0.0792,0.01,0.1084,1.746,8.19,9.2,331,862,0.115,0.1225,0.0422,synthetic_calibrated_demo
B3388148,25,False,0.366,0.2808,0.0539,0.647,1.6,22.2,362,2934,0.058,0.2724,0.0376,synthetic_calibrated_demo
B3389346,23,False,0.2522,0.3223,0.168,1.085,5.32,6.4,260,4209,0.2519,0.3219,0.2328,synthetic_calibrated_demo
B3389528,25,False,0.5767,0.2311,0.1521,1.33,3.62,6.3,172,4105,0.2912,0.1351,0.195,synthetic_calibrated_demo
B3389530,16,True,0.1247,0.6037,0.0994,1.381,8.63,6.8,575,365,0.5303,0.3076,0.1317,synthetic_calibrated_demo
B3389918,37,False,0.3528,0.2166,0.0694,0.881,3.65,6.9,344,1307,0.2697,0.1891,0.164,synthetic_calibrated_demo
B3390019,16,True,0.4129,0.27,0.1095,0.979,9.34,20.0,681,734,0.8395,0.1391,0.3647,synthetic_calibrated_demo
B3390196,33,False,0.5177,0.2071,0.0628,0.723,2.75,13.6,530,1113,0.2873,0.219,0.2211,synthetic_calibrated_demo
B3390239,14,True,0.3256,0.3109,0.0562,0.955,3.24,27.1,161,1122,0.7252,0.2337,0.5677,synthetic_calibrated_demo
B3390552,24,False,0.383,0.2565,0.0503,1.155,5.01,18.1,73,2503,0.4865,0.526,0.0501,synthetic_calibrated_demo
B3391092,14,True,0.2582,0.2178,0.1163,1.302,0.89,14.1,156,4188,0.5413,0.3318,0.0441,synthetic_calibrated_demo
B3391318,23,False,0.3083,0.3179,0.0544,0.537,3.24,28.1,319,3126,0.3055,0.2969,0.3496,synthetic_calibrated_demo
B3391437,14,True,0.1747,0.2468,0.1305,1.661,4.88,24.0,653,1304,0.3881,0.2386,0.2887,synthetic_calibrated_demo
B3392156,26,False,0.3035,0.3989,0.2797,0.927,6.5,36.2,671,985,0.6744,0.206,0.313,synthetic_calibrated_demo
B3392501,17,True,0.3679,0.2342,0.1274,1.099,5.4,22.9,473,2993,0.1147,0.2901,0.01,synthetic_calibrated_demo
B3392783,25,False,0.0194,0.6835,0.1742,1.472,3.4,34.0,43,718,0.5102,0.01,0.2889,synthetic_calibrated_demo
B3392812,24,False,0.179,0.6444,0.1566,1.367,7.04,24.7,438,528,0.4903,0.0172,0.4752,synthetic_calibrated_demo
B3392843,15,True,0.0312,0.6542,0.1163,0.526,9.27,39.0,453,1040,0.6861,0.2481,0.2864,synthetic_calibrated_demo
B3393354,24,False,0.2491,0.3371,0.0871,0.999,11.21,42.7,436,360,0.565,0.0517,0.3571,synthetic_calibrated_demo
B3393960,16,True,0.338,0.4244,0.2193,0.98,5.95,17.7,294,2474,0.3579,0.3606,0.1695,synthetic_calibrated_demo
B3394144,27,False,0.4185,0.385,0.1768,0.793,3.45,29.4,474,656,0.3242,0.259,0.252,synthetic_calibrated_demo
B3395106,14,True,0.572,0.3086,0.1025,1.477,3.53,28.3,194,3766,0.191,0.3498,0.2204,synthetic_calibrated_demo
B3399431,27,False,0.1997,0.3312,0.1183,0.732,5.22,24.7,122,3502,0.2441,0.2622,0.1496,synthetic_calibrated_demo
B3399702,26,False,0.27,0.4395,0.1978,1.439,8.15,18.0,132,3134,0.1164,0.3316,0.0532,synthetic_calibrated_demo
B3399952,25,False,0.2656,0.34,0.0482,1.681,6.73,19.8,390,1893,0.2765,0.4651,0.1776,synthetic_calibrated_demo
B3400178,17,True,0.2704,0.4594,0.216,1.202,3.85,26.8,90,1034,0.4164,0.0745,0.4265,synthetic_calibrated_demo
B3400670,16,True,0.0234,0.3787,0.2054,1.428,9.58,42.4,702,1157,0.6663,0.1266,0.2052,synthetic_calibrated_demo
B3401120,15,True,0.1113,0.4943,0.2808,1.658,6.72,15.7,681,100,0.411,0.1631,0.3424,synthetic_calibrated_demo
B3401357,43,False,0.3306,0.2495,0.0198,1.066,5.38,10.2,414,807,0.3855,0.1885,0.01,synthetic_calibrated_demo
B3401536,23,False,0.5095,0.0932,0.0933,1.69,5.42,14.1,460,793,0.3801,0.4835,0.1022,synthetic_calibrated_demo
B3401578,16,True,0.1709,0.3058,0.3526,1.172,7.75,8.0,518,719,0.3275,0.1017,0.5453,synthetic_calibrated_demo
B3401697,17,True,0.5126,0.0721,0.0705,0.646,5.11,17.4,124,215,0.4729,0.2119,0.1794,synthetic_calibrated_demo
B3401906,26,False,0.3931,0.4254,0.1078,0.955,2.85,19.6,309,173,0.2816,0.2687,0.1996,synthetic_calibrated_demo
B3402410,23,False,0.2504,0.1329,0.1596,0.918,3.48,16.6,82,2247,0.2636,0.2917,0.112,synthetic_calibrated_demo
B3402598,14,True,0.1493,0.3188,0.2815,1.617,9.14,27.0,614,225,0.8696,0.1129,0.1545,synthetic_calibrated_demo
B3403416,27,False,0.1922,0.2307,0.1989,0.664,0.67,34.3,537,522,0.3836,0.2554,0.1919,synthetic_calibrated_demo
B3403444,14,True,0.138,0.3579,0.0681,1.157,4.41,5.8,649,1241,0.472,0.0162,0.2875,synthetic_calibrated_demo
B3403474,15,True,0.044,0.4186,0.124,1.214,9.57,29.3,462,803,0.5729,0.1757,0.0663,synthetic_calibrated_demo
B3403568,27,False,0.2424,0.42,0.2473,1.303,8.79,7.0,80,160,0.1547,0.2107,0.3608,synthetic_calibrated_demo
B3404314,16,True,0.2308,0.5482,0.2045,1.466,10.0,21.4,235,918,0.4994,0.0519,0.259,synthetic_calibrated_demo
B3405613,17,True,0.0624,0.6801,0.0591,0.931,5.31,37.1,368,276,0.481,0.0687,0.1149,synthetic_calibrated_demo
B3405693,36,False,0.03,0.1096,0.1386,0.939,3.48,8.2,546,1032,0.3839,0.3401,0.093,synthetic_calibrated_demo
B3405925,24,False,0.1314,0.2678,0.2565,0.51,2.11,18.7,160,1110,0.3483,0.3643,0.1196,synthetic_calibrated_demo
B3406061,14,True,0.0182,0.4719,0.1665,1.275,2.86,14.2,639,154,0.4866,0.1651,0.1745,synthetic_calibrated_demo
B3406268,34,False,0.4047,0.2289,0.0707,1.211,4.18,14.7,365,1122,0.1869,0.4097,0.0461,synthetic_calibrated_demo
B3408189,41,False,0.0559,0.206,0.1188,0.727,4.79,5.2,470,688,0.1594,0.2706,0.1049,synthetic_calibrated_demo
B3408664,15,True,0.3063,0.3218,0.01,1.132,9.0,16.4,343,498,0.3829,0.1853,0.4044,synthetic_calibrated_demo
B3409398,25,False,0.2238,0.3701,0.0854,1.092,1.83,12.1,38,1912,0.3516,0.2912,0.1916,synthetic_calibrated_demo
B3410552,15,True,0.3019,0.3839,0.1044,1.512,6.62,7.4,328,424,0.6892,0.1475,0.0782,synthetic_calibrated_demo
B3410625,17,True,0.2995,0.1489,0.1055,1.392,10.59,29.5,552,294,0.7647,0.018,0.3118,synthetic_calibrated_demo
B3410727,24,False,0.4552,0.1165,0.0647,0.926,6.9,16.6,49,584,0.3911,0.2647,0.2209,synthetic_calibrated_demo
B3411097,17,True,0.4662,0.2104,0.1645,1.262,3.15,2.0,121,2623,0.6109,0.1764,0.0785,synthetic_calibrated_demo
B3411168,24,False,0.2395,0.4456,0.0497,0.922,9.58,24.2,255,1350,0.2347,0.0396,0.1313,synthetic_calibrated_demo
B3411497,24,False,0.4999,0.2855,0.0745,1.203,4.13,20.2,369,1436,0.3372,0.612,0.232,synthetic_calibrated_demo
B3412205,16,True,0.0835,0.2845,0.1874,1.699,8.01,32.5,394,110,0.5476,0.0947,0.3776,synthetic_calibrated_demo
B3412279,25,False,0.3667,0.3206,0.1832,1.021,2.96,20.0,533,66,0.5779,0.3746,0.0964,synthetic_calibrated_demo
B3412574,44,False,0.3309,0.3325,0.1466,0.784,5.75,20.3,285,3239,0.3186,0.2306,0.221,synthetic_calibrated_demo
B3412955,23,False,0.3414,0.2133,0.1623,1.164,3.48,27.7,341,3053,0.1951,0.5059,0.1588,synthetic_calibrated_demo
B3413717,23,False,0.4062,0.388,0.1879,1.217,5.26,21.3,549,269,0.2162,0.3678,0.2813,synthetic_calibrated_demo
B3414062,33,False,0.2048,0.4338,0.0817,1.056,3.38,27.2,75,2018,0.2863,0.1384,0.1188,synthetic_calibrated_demo
B3414442,14,True,0.2557,0.3784,0.2137,1.005,12.93,21.2,304,725,0.6106,0.103,0.2809,synthetic_calibrated_demo
B3414947,39,False,0.5149,0.3552,0.1125,0.529,3.01,28.1,589,4479,0.4243,0.4049,0.2575,synthetic_calibrated_demo
B3415204,34,False,0.1516,0.1467,0.01,1.343,4.49,17.8,317,1733,0.1624,0.1995,0.0942,synthetic_calibrated_demo
B3415296,14,True,0.2488,0.268,0.1306,2.0,4.45,28.3,133,30,0.6949,0.1666,0.2282,synthetic_calibrated_demo
B3415674,16,True,0.3061,0.5845,0.0897,1.245,6.26,12.4,207,870,0.4127,0.1079,0.1071,synthetic_calibrated_demo
B3416481,17,True,0.01,0.4491,0.1625,1.499,11.45,15.8,536,1041,0.3514,0.1837,0.2832,synthetic_calibrated_demo
B3416706,16,True,0.2028,0.3548,0.1655,1.085,7.43,24.4,675,1243,0.5488,0.1335,0.156,synthetic_calibrated_demo
B3417138,25,False,0.2877,0.3127,0.0932,1.372,3.98,15.1,459,3855,0.5735,0.4489,0.1377,synthetic_calibrated_demo
B3417250,40,False,0.4742,0.3798,0.1259,0.669,4.72,2.0,569,3259,0.2412,0.3144,0.3192,synthetic_calibrated_demo
B3417438,26,False,0.5903,0.2405,0.01,1.251,4.59,18.8,410,2356,0.2365,0.4745,0.051,synthetic_calibrated_demo
B3417868,13,True,0.1902,0.4111,0.1353,1.32,3.3,47.3,167,213,0.5998,0.0913,0.2017,synthetic_calibrated_demo
B3418748,33,False,0.2819,0.2061,0.0385,1.061,0.5,14.5,72,3450,0.1297,0.4616,0.0965,synthetic_calibrated_demo
B3419065,13,True,0.5758,0.2844,0.122,1.565,5.1,29.6,370,1493,0.3402,0.322,0.01,synthetic_calibrated_demo
B3419991,24,False,0.2502,0.338,0.0958,1.105,2.79,24.2,296,2304,0.3818,0.1364,0.134,synthetic_calibrated_demo
B3420059,27,False,0.0581,0.3074,0.01,1.302,8.32,16.1,329,713,0.4847,0.235,0.2066,synthetic_calibrated_demo
B3421508,17,True,0.225,0.4472,0.2488,1.816,2.85,30.5,127,464,0.4461,0.1695,0.0728,synthetic_calibrated_demo
B3422212,25,False,0.0923,0.2394,0.0673,0.652,6.15,27.2,130,620,0.2772,0.3322,0.1482,synthetic_calibrated_demo
B3422216,24,False,0.3384,0.2837,0.0491,1.25,4.61,37.4,373,1359,0.3653,0.6195,0.1675,synthetic_calibrated_demo
B3422239,15,True,0.2564,0.3821,0.0771,0.852,10.02,21.2,93,981,0.7204,0.0946,0.3202,synthetic_calibrated_demo
B3422672,25,False,0.386,0.3017,0.0895,0.567,4.98,6.1,378,1797,0.3419,0.4089,0.0762,synthetic_calibrated_demo
B3423463,25,False,0.0403,0.4574,0.0998,1.77,5.17,15.0,174,734,0.4102,0.1408,0.3983,synthetic_calibrated_demo
B3423558,15,True,0.1982,0.4903,0.2921,1.562,6.32,34.3,193,765,0.5595,0.112,0.3354,synthetic_calibrated_demo
B3423848,25,False,0.5684,0.1397,0.01,0.954,4.68,15.4,482,3253,0.4812,0.5385,0.2653,synthetic_calibrated_demo
B3424390,25,False,0.5605,0.3049,0.0812,1.382,6.95,10.2,49,4006,0.2497,0.2884,0.2493,synthetic_calibrated_demo
B3425098,16,True,0.198,0.4181,0.2146,1.232,2.49,21.6,259,202,0.2652,0.1334,0.0319,synthetic_calibrated_demo
B3425439,17,True,0.1603,0.309,0.1318,1.37,4.64,26.7,165,891,0.4934,0.3579,0.2631,synthetic_calibrated_demo
B3425540,14,True,0.1323,0.4272,0.1086,1.005,2.6,19.4,335,1013,0.5515,0.2805,0.3701,synthetic_calibrated_demo
B3425704,34,False,0.2791,0.4763,0.0963,0.856,5.78,10.5,204,4132,0.3779,0.2573,0.2009,synthetic_calibrated_demo
B3426370,13,True,0.202,0.3577,0.046,1.807,5.96,16.1,398,746,0.624,0.1971,0.2824,synthetic_calibrated_demo
B3426508,15,True,0.2935,0.4108,0.0787,1.299,8.61,6.1,517,649,0.6669,0.2768,0.1282,synthetic_calibrated_demo
B3426683,25,False,0.2184,0.1409,0.047,1.006,2.35,23.3,220,4249,0.2609,0.3139,0.1384,synthetic_calibrated_demo
B3427095,16,True,0.1978,0.2626,0.01,1.414,4.98,9.5,323,975,0.4189,0.2435,0.2834,synthetic_calibrated_demo
B3427395,15,True,0.2018,0.4498,0.0836,1.331,4.11,26.3,145,535,0.639,0.236,0.3351,synthetic_calibrated_demo
B3428579,25,False,0.2869,0.3766,0.1799,1.196,5.95,2.0,317,2115,0.2915,0.4295,0.01,synthetic_calibrated_demo
B3428883,24,False,0.4884,0.2494,0.0168,0.996,5.59,24.9,83,448,0.0627,0.1269,0.1597,synthetic_calibrated_demo
B3428947,37,False,0.39,0.2577,0.0606,0.97,5.7,7.8,443,3941,0.3122,0.1678,0.2512,synthetic_calibrated_demo
